stage,fold,subject_id,model,seed,train_ll,delta_from_best,converged,n_iter,selected,message
cv,2.0,,Serial_both_independent_switching,3202,-56794.68320279548,-0.0020546684099826,True,47,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3203,-56794.68620803622,-0.0050599091482581,True,46,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3204,-56794.68142539758,-0.000277270512015,True,34,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3205,-56794.6910047076,-0.009856580523774,True,39,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3206,-56794.68352983054,-0.0023817034671083,True,64,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3207,-56794.68347998477,-0.0023318577004829,True,52,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3208,-56794.68363859205,-0.0024904649762902,True,50,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3209,-56794.68144659874,-0.0002984716702485,True,49,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3210,-56794.68242695933,-0.0012788322637788,True,30,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3211,-56794.68114812707,0.0,True,49,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3212,-56794.68394504192,-0.002796914850478,True,60,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3213,-56794.6828903898,-0.0017422627279302,True,48,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Serial_both_independent_switching,3214,-56794.68128368755,-0.0001355604763375,True,49,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,2.0,,Covariate_HMM,4200,-50934.80994523851,0.0,True,50,True,
cv,2.0,,Covariate_HMM,4201,-50935.01594438847,-0.2059991499627358,True,38,False,
cv,2.0,,Covariate_HMM,4202,-50934.831699430135,-0.0217541916281334,True,36,False,
cv,2.0,,Covariate_HMM,4203,-50934.84544855,-0.0355033114974503,True,45,False,
cv,2.0,,Covariate_HMM,4204,-50935.14824527393,-0.338300035422435,True,48,False,
cv,2.0,,Covariate_HMM,4205,-50935.06096330762,-0.2510180691097048,True,46,False,
cv,2.0,,Covariate_HMM,4206,-50935.05628209256,-0.2463368540484225,True,40,False,
cv,2.0,,Covariate_HMM,4207,-50935.11647783569,-0.3065325971838319,True,48,False,
cv,2.0,,Covariate_HMM,4208,-50935.03381142478,-0.2238661862720619,True,35,False,
cv,2.0,,Covariate_HMM,4209,-50934.99947475037,-0.1895295118665672,True,45,False,
cv,3.0,,HMM_static,1300,-52472.04590240893,-0.1093488285769126,True,37,False,
cv,3.0,,HMM_static,1301,-52471.9731423044,-0.0365887240477604,True,32,False,
cv,3.0,,HMM_static,1302,-52471.93655358035,0.0,True,33,True,
cv,3.0,,HMM_static,1303,-52471.950448872,-0.0138952916458947,True,32,False,
cv,3.0,,HMM_static,1304,-52472.08676364985,-0.1502100694997352,True,109,False,
cv,3.0,,HMM_static,1305,-52472.01630776137,-0.0797541810170514,True,31,False,
cv,3.0,,HMM_static,1306,-52471.95426014355,-0.0177065632015001,True,33,False,
cv,3.0,,HMM_static,1307,-52472.00379040303,-0.0672368226732942,True,33,False,
cv,3.0,,HMM_static,1308,-52471.96324373777,-0.0266901574213989,True,32,False,
cv,3.0,,HMM_static,1309,-52471.97147888652,-0.0349253061649506,True,31,False,
cv,3.0,,HMM_static,1310,-52471.95284700926,-0.0162934289110125,True,32,False,
cv,3.0,,HMM_static,1311,-52471.99617232848,-0.059618748127832,True,32,False,
cv,3.0,,HMM_static,1312,-52472.08691935149,-0.1503657711364212,True,88,False,
cv,3.0,,HMM_static,1313,-52471.94504275468,-0.0084891743244952,True,32,False,
cv,3.0,,HMM_static,1314,-52472.08681479146,-0.1502612111071357,True,94,False,
cv,3.0,,HMM_static,1315,-52471.94239190004,-0.0058383196883369,True,36,False,
cv,3.0,,HMM_static,1316,-52472.0101757118,-0.0736221314509748,True,35,False,
cv,3.0,,HMM_static,1317,-52471.98562397687,-0.0490703965188004,True,32,False,
cv,3.0,,HMM_static,1318,-52471.93678977387,-0.0002361935185035,True,34,False,
cv,3.0,,HMM_static,1319,-52471.97803957955,-0.0414859992015408,True,30,False,
cv,3.0,,HMM_static,1320,-52471.97990037844,-0.0433467980910791,True,35,False,
cv,3.0,,HMM_static,1321,-52471.97700775328,-0.0404541729294578,True,30,False,
cv,3.0,,HMM_static,1322,-52472.086941800975,-0.1503882206234266,True,96,False,
cv,3.0,,HMM_static,1323,-52471.95518729144,-0.018633711086295,True,31,False,
cv,3.0,,HMM_static,1324,-52471.964200516464,-0.0276469361124327,True,31,False,
cv,3.0,,Independent_switching,2300,-56016.26453211205,-0.0072125367005355,True,54,False,
cv,3.0,,Independent_switching,2301,-56016.26487929141,-0.0075597160539473,True,59,False,
cv,3.0,,Independent_switching,2302,-56016.3226536883,-0.0653341129509499,True,123,False,
cv,3.0,,Independent_switching,2303,-56016.26444268749,-0.0071231121401069,True,55,False,
cv,3.0,,Independent_switching,2304,-56016.322645990345,-0.06532641499507,True,122,False,
cv,3.0,,Independent_switching,2305,-56016.26349726765,-0.0061776923030265,True,53,False,
cv,3.0,,Independent_switching,2306,-56016.26396504382,-0.0066454684711061,True,58,False,
cv,3.0,,Independent_switching,2307,-56016.263521977045,-0.0062024016951909,True,57,False,
cv,3.0,,Independent_switching,2308,-56016.25731957535,0.0,True,46,True,
cv,3.0,,Independent_switching,2309,-56016.32265264156,-0.0653330662098596,True,124,False,
cv,3.0,,Independent_switching,2310,-56016.32265257345,-0.0653329980996204,True,126,False,
cv,3.0,,Independent_switching,2311,-56016.32264906544,-0.0653294900839682,True,118,False,
cv,3.0,,Independent_switching,2312,-56016.32265204644,-0.0653324710874585,True,119,False,
cv,3.0,,Independent_switching,2313,-56016.26465111402,-0.00733153866895,True,54,False,
cv,3.0,,Independent_switching,2314,-56016.32265251974,-0.0653329443885013,True,119,False,
cv,3.0,,Independent_switching,2315,-56016.32265373065,-0.0653341552970232,True,121,False,
cv,3.0,,Independent_switching,2316,-56016.32265439519,-0.0653348198393359,True,125,False,
cv,3.0,,Independent_switching,2317,-56016.26391770753,-0.0065981321822619,True,59,False,
cv,3.0,,Independent_switching,2318,-56016.322650844144,-0.0653312687936704,True,122,False,
cv,3.0,,Independent_switching,2319,-56016.32265327728,-0.0653337019321043,True,123,False,
cv,3.0,,Independent_switching,2320,-56016.32265146778,-0.0653318924305494,True,125,False,
cv,3.0,,Independent_switching,2321,-56016.322653678566,-0.0653341032157186,True,126,False,
cv,3.0,,Independent_switching,2322,-56016.26504116693,-0.0077215915734996,True,53,False,
cv,3.0,,Independent_switching,2323,-56016.32264674606,-0.0653271707124076,True,130,False,
cv,3.0,,Independent_switching,2324,-56016.3226518909,-0.0653323155493126,True,122,False,
cv,3.0,,Serial_stim_independent_switching,3300,-56015.8168871056,-0.0016669180331518,True,41,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3301,-56015.81752705564,-0.002306868074811,True,42,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3302,-56015.81525860672,-3.841915895463899e-05,True,45,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3303,-56015.81564406394,-0.0004238763795001,True,37,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3304,-56015.81623689545,-0.0010167078871745,True,40,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3305,-56015.81572294256,-0.0005027549923397,True,32,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3306,-56015.815983551336,-0.0007633637724211,True,35,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3307,-56015.81758635372,-0.0023661661543883,True,37,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3308,-56015.81536385781,-0.0001436702441424,True,38,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3309,-56015.815866130215,-0.0006459426513174,True,34,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3310,-56015.81587213662,-0.0006519490561913,True,42,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3311,-56015.81717181708,-0.0019516295142238,True,41,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3312,-56015.81530222324,-8.203567267628387e-05,True,32,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3313,-56015.81522018757,0.0,True,29,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_stim_independent_switching,3314,-56015.81643836894,-0.0012181813799543,True,36,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3300,-56006.72941681789,-0.0007102436065906,True,34,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3301,-56006.72887875393,-0.0001721796434139,True,41,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3302,-56006.73161132686,-0.0029047525749774,True,51,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3303,-56006.72891287745,-0.0002063031643046,True,26,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3304,-56006.729177509726,-0.0004709354398073,True,36,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3305,-56006.72947784674,-0.0007712724545854,True,34,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3306,-56006.72907620082,-0.0003696265339385,True,40,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3307,-56006.72873867552,-3.210123395547271e-05,True,46,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3308,-56006.728706574286,0.0,True,37,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3309,-56006.72907703783,-0.0003704635455505,True,43,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3310,-56006.72959748181,-0.0008909075258998,True,40,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3311,-56006.72925547026,-0.0005488959723152,True,30,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3312,-56006.72950916574,-0.0008025914576137,True,44,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3313,-56006.72888331814,-0.0001767438516253,True,43,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_resp_independent_switching,3314,-56006.72945985242,-0.0007532781382906,True,44,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3300,-56004.70996765656,-0.0004079845457454,True,49,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3301,-56004.71081901809,-0.0012593460778589,True,49,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3302,-56004.71039288216,-0.0008332101497217,True,51,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3303,-56004.71171522061,-0.0021555486018769,True,45,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3304,-56004.70955967201,0.0,True,57,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3305,-56004.71427271512,-0.0047130431121331,True,52,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3306,-56004.712291069474,-0.0027313974642311,True,49,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3307,-56004.70966867778,-0.0001090057703549,True,64,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3308,-56004.71219444851,-0.0026347765015088,True,47,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3309,-56004.71065920371,-0.0010995316988555,True,48,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3310,-56004.71062814533,-0.0010684733206289,True,38,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3311,-56004.71168072888,-0.0021210568738752,True,47,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3312,-56004.71128786401,-0.0017281920008827,True,54,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3313,-56004.71032598359,-0.0007663115829927,True,49,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Serial_both_independent_switching,3314,-56004.7097393025,-0.0001796304932213,True,50,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,3.0,,Covariate_HMM,4300,-50400.79571224538,-0.0538896168436622,True,43,False,
cv,3.0,,Covariate_HMM,4301,-50400.81341975919,-0.0715971306490246,True,40,False,
cv,3.0,,Covariate_HMM,4302,-50400.74182262854,0.0,True,38,True,
cv,3.0,,Covariate_HMM,4303,-50400.89436645211,-0.1525438235694309,True,42,False,
cv,3.0,,Covariate_HMM,4304,-50400.82094843268,-0.0791258041426772,True,32,False,
cv,3.0,,Covariate_HMM,4305,-50400.814183448325,-0.0723608197877183,True,46,False,
cv,3.0,,Covariate_HMM,4306,-50400.81201479293,-0.0701921643922105,True,40,False,
cv,3.0,,Covariate_HMM,4307,-50400.85393097122,-0.1121083426842233,True,46,False,
cv,3.0,,Covariate_HMM,4308,-50400.833129829625,-0.0913072010880569,True,48,False,
cv,3.0,,Covariate_HMM,4309,-50400.84761906575,-0.1057964372084825,True,39,False,
cv,4.0,,HMM_static,1400,-52028.8835861475,-0.0114026912706322,True,31,False,
cv,4.0,,HMM_static,1401,-52028.90650345273,-0.0343199964991072,True,30,False,
cv,4.0,,HMM_static,1402,-52028.976780525045,-0.1045970688137458,True,29,False,
cv,4.0,,HMM_static,1403,-52028.90578082957,-0.0335973733381251,True,31,False,
cv,4.0,,HMM_static,1404,-52028.992138101385,-0.1199546451534843,True,113,False,
cv,4.0,,HMM_static,1405,-52028.99225461455,-0.1200711583151132,True,96,False,
cv,4.0,,HMM_static,1406,-52028.928773693166,-0.0565902369344257,True,36,False,
cv,4.0,,HMM_static,1407,-52028.87623805422,-0.0040545979863964,True,30,False,
cv,4.0,,HMM_static,1408,-52028.87575268311,-0.0035692268793354,True,30,False,
cv,4.0,,HMM_static,1409,-52028.99222497485,-0.1200415186176542,True,92,False,
cv,4.0,,HMM_static,1410,-52028.90338164743,-0.0311981911945622,True,30,False,
cv,4.0,,HMM_static,1411,-52028.90128038676,-0.0290969305278849,True,28,False,
cv,4.0,,HMM_static,1412,-52028.994201747606,-0.1220182913748431,True,31,False,
cv,4.0,,HMM_static,1413,-52028.99241776605,-0.1202343098193523,True,75,False,
cv,4.0,,HMM_static,1414,-52028.87858628538,-0.0064028291526483,True,30,False,
cv,4.0,,HMM_static,1415,-52028.89515654866,-0.0229730924256728,True,33,False,
cv,4.0,,HMM_static,1416,-52028.87218345623,0.0,True,30,True,
cv,4.0,,HMM_static,1417,-52028.99218553441,-0.120002078176185,True,102,False,
cv,4.0,,HMM_static,1418,-52028.99449619883,-0.1223127425982966,True,55,False,
cv,4.0,,HMM_static,1419,-52028.9080508416,-0.0358673853697837,True,31,False,
cv,4.0,,HMM_static,1420,-52028.876626538695,-0.0044430824636947,True,32,False,
cv,4.0,,HMM_static,1421,-52028.88155769258,-0.0093742363460478,True,30,False,
cv,4.0,,HMM_static,1422,-52028.89541748497,-0.0232340287402621,True,33,False,
cv,4.0,,HMM_static,1423,-52028.94228396413,-0.0701005079026799,True,30,False,
cv,4.0,,HMM_static,1424,-52028.89527965275,-0.0230961965207825,True,31,False,
cv,4.0,,Independent_switching,2400,-55383.90448290187,-0.0324309918869403,True,118,False,
cv,4.0,,Independent_switching,2401,-55383.872416449456,-0.000364539475413,True,60,False,
cv,4.0,,Independent_switching,2402,-55383.87339448419,-0.0013425742072286,True,61,False,
cv,4.0,,Independent_switching,2403,-55383.87326502999,-0.0012131200055591,True,60,False,
cv,4.0,,Independent_switching,2404,-55383.90448415255,-0.0324322425658465,True,112,False,
cv,4.0,,Independent_switching,2405,-55383.87296291485,-0.0009110048704314,True,59,False,
cv,4.0,,Independent_switching,2406,-55383.87236062687,-0.0003087168879574,True,57,False,
cv,4.0,,Independent_switching,2407,-55383.87330517631,-0.0012532663313322,True,60,False,
cv,4.0,,Independent_switching,2408,-55383.90448395544,-0.0324320454601547,True,123,False,
cv,4.0,,Independent_switching,2409,-55383.87344099729,-0.0013890873087802,True,57,False,
cv,4.0,,Independent_switching,2410,-55383.87270243215,-0.0006505221681436,True,54,False,
cv,4.0,,Independent_switching,2411,-55383.90447878174,-0.0324268717595259,True,112,False,
cv,4.0,,Independent_switching,2412,-55383.87334489154,-0.0012929815566167,True,65,False,
cv,4.0,,Independent_switching,2413,-55383.87405464896,-0.0020027389764436,True,62,False,
cv,4.0,,Independent_switching,2414,-55383.87205190998,0.0,True,56,True,
cv,4.0,,Independent_switching,2415,-55383.87332416831,-0.0012722583269351,True,57,False,
cv,4.0,,Independent_switching,2416,-55383.9044844766,-0.0324325666224467,True,119,False,
cv,4.0,,Independent_switching,2417,-55383.90448042547,-0.0324285154929384,True,109,False,
cv,4.0,,Independent_switching,2418,-55383.87324299729,-0.0011910873072338,True,57,False,
cv,4.0,,Independent_switching,2419,-55383.90448378067,-0.0324318706916528,True,119,False,
cv,4.0,,Independent_switching,2420,-55383.87332604777,-0.0012741377868223,True,57,False,
cv,4.0,,Independent_switching,2421,-55383.873752123705,-0.001700213724689,True,60,False,
cv,4.0,,Independent_switching,2422,-55383.87342171339,-0.0013698034090339,True,59,False,
cv,4.0,,Independent_switching,2423,-55383.87361599921,-0.0015640892306691,True,59,False,
cv,4.0,,Independent_switching,2424,-55383.90448211228,-0.03243020230002,True,115,False,
cv,4.0,,Serial_stim_independent_switching,3400,-55383.322578979765,-0.0005178947321837,True,30,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3401,-55383.323011004686,-0.0009499196530668,True,40,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3402,-55383.32206108503,0.0,True,38,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3403,-55383.322415788745,-0.0003547037122189,True,35,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3404,-55383.32248902087,-0.0004279358327039,True,47,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3405,-55383.323004979786,-0.0009438947527087,True,44,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3406,-55383.32289949023,-0.0008384051980101,True,45,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3407,-55383.32308386514,-0.001022780110361,True,32,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3408,-55383.32208492919,-2.384415711276233e-05,True,33,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3409,-55383.32300952199,-0.0009484369584242,True,37,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3410,-55383.32354170475,-0.0014806197141297,True,28,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3411,-55383.322093334544,-3.224951069569215e-05,True,23,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3412,-55383.32220768722,-0.0001466021858504,True,46,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3413,-55383.32392952655,-0.0018684415190364,True,49,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
cv,4.0,,Serial_stim_independent_switching,3414,-55383.32279865976,-0.0007375747300102,True,46,False,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
